customer_id,customer_name,email,city,state,registration_date
CUST-0000001,Patricia Anderson,patricia.anderson1@mail.com,Houston,TX,2025-06-30
CUST-0000002,Robert Wright,robert.wright2@icloud.com,Seattle,WA,2021-07-24
CUST-0000003,Mary Wilson,mary.wilson3@mail.com,Boston,MA,2024-03-22
CUST-0000004,Emily Lee,emily.lee4@outlook.com,Minneapolis,MN,2024-01-26
CUST-0000005,Karen Martinez,karen.martinez5@outlook.com,Phoenix,AZ,2025-06-26
CUST-0000006,Charles Thomas,charles.thomas6@aol.com,Phoenix,AZ,2020-07-24
"  cust-0000007 ",Karen Thompson,karen.thompson7@yahoo.com,Memphis,TN,2018-08-01
CUST-0000008,Andrew Lopez,andrew.lopez8@hotmail.com,Memphis,TN,2022-03-27
CUST-0000009,William Taylor,william.taylor9@mail.com,Phoenix,AZ,2022-11-29
CUST-0000010,Betty White,betty.white10@yahoo.com,Atlanta,GA,2021-05-04
CUST-0000011,Mary Allen,mary.allen11@mail.com,Phoenix,AZ,2024-02-21
CUST-0000012,James Rodriguez,james.rodriguez12@gmail.com,Memphis,TN,2020-03-26
CUST-0000013,Thomas Jackson,thomas.jackson13@icloud.com,Philadelphia,PA,2024-10-15
CUST-0000014,Andrew White,andrew.white14@yahoo.com,Minneapolis,MN,2024-07-02
CUST-0000015,Susan Williams,susan.williams15@hotmail.com,Los Angeles,CA,2023-04-27
CUST-0000016,Elizabeth Lee,elizabeth.lee16@gmail.com,Indianapolis,IN,2019-06-24
CUST-0000017,Andrew Allen,andrew.allen17@gmail.com,Boston,MA,2024-02-20
CUST-0000018,Elizabeth Sanchez,elizabeth.sanchez18@yahoo.com,Portland,OR,2021-03-20
CUST-0000019,Andrew Harris,andrew.harris19@yahoo.com,Portland,OR,2021-02-27
CUST-0000020,Lisa Flores,lisa.flores20@hotmail.com,Las Vegas,NV,2024-05-06
CUST-0000021,Jessica Jackson,jessica.jackson21@gmail.com,Detroit,MI,2020-10-12
CUST-0000022,Andrew Moore,andrew.moore22@gmail.com,Fort Worth,TX,2018-02-11
CUST-0000023,Richard Martinez,richard.martinez23@hotmail.com,Atlanta,GA,2024-11-29
CUST-0000024,Anthony Williams,anthony.williams24@yahoo.com,Jacksonville,FL,2018-03-07
CUST-0000025,Charles Clark,charles.clark25@gmail.com,Nashville,TN,2019-12-20
CUST-0000026,Michelle Martinez,michelle.martinez26@gmail.com,Minneapolis,MN,2023-01-18
CUST-0000027,Michelle Clark,michelle.clark27@yahoo.com,Pittsburgh,PA,2019-02-06
CUST-0000028,Mary Nguyen,mary.nguyen28@aol.com,Seattle,WA,2020-06-05
CUST-0000029,Betty Nguyen,betty.nguyen29@mail.com,Minneapolis,MN,2023-03-28
CUST-0000030,Steven Wright,steven.wright30@outlook.com,Fort Worth,TX,2023-03-17
CUST-0000031,Daniel Martin,daniel.martin31@icloud.com,Minneapolis,MN,2018-01-03
CUST-0000032,Ashley Young,ashley.young32@protonmail.com,Los Angeles,CA,2024-09-09
CUST-0000033,Donald Allen,donald.allen33@mail.com,Columbus,OH,2018-05-05
CUST-0000034,Nancy Martin,nancy.martin34@icloud.com,San Antonio,TX,2021-09-25
CUST-0000035,Donald Jackson,donald.jackson35@mail.com,Tampa,FL,2018-08-18
CUST-0000036,Lisa Brown,lisa.brown36@hotmail.com,Memphis,TN,2021-01-29
CUST-0000037,Susan Moore,susan.moore37@aol.com,San Antonio,TX,2025-06-24
CUST-0000038,Matthew Gonzalez,matthew.gonzalez38@icloud.com,Las Vegas,NV,2025-10-20
CUST-0000039,Michelle Moore,michelle.moore39@protonmail.com,New York,NY,2022-02-03
CUST-0000040,William Hernandez,william.hernandez40@aol.com,Houston,TX,2022-05-20
CUST-0000041,Susan King,susan.king41@mail.com,San Jose,CA,2024-08-06
CUST-0000042,Richard King,richard.king42@aol.com,Los Angeles,CA,2018-08-24
CUST-0000043,Anthony Gonzalez,anthony.gonzalez43@gmail.com,Jacksonville,FL,2021-07-27
CUST-0000044,Barbara Walker,barbara.walker44@mail.com,Atlanta,GA,2019-08-03
CUST-0000045,Thomas Martinez,thomas.martinez45@outlook.com,Fort Worth,TX,2023-04-25
CUST-0000046,Donna Wright,donna.wright46@yahoo.com,San Francisco,CA,2025-02-09
CUST-0000047,Donna Gonzalez,donna.gonzalez47@aol.com,San Antonio,TX,2022-01-01
CUST-0000048,Lisa Scott,lisa.scott48@gmail.com,Miami,FL,2021-10-11
CUST-0000049,Lisa Martinez,lisa.martinez49@mail.com,Atlanta,GA,2020-06-15
CUST-0000050,Daniel Anderson,daniel.anderson50@gmail.com,Boston,MA,2024-06-05
CUST-0000051,Joseph Wright,joseph.wright51@aol.com,Denver,CO,2019-11-18
CUST-0000052,Thomas Perez,thomas.perez52@protonmail.com,Houston,TX,2021-02-19
CUST-0000053,Elizabeth Martinez,elizabeth.martinez53@protonmail.com,Denver,CO,2020-07-23
CUST-0000054,Mark Robinson,mark.robinson54@protonmail.com,Charlotte,NC,2022-08-14
CUST-0000055,Joseph Perez,joseph.perez55@icloud.com,Dallas,TX,2018-03-21
CUST-0000056,Robert Johnson,robert.johnson56@icloud.com,San Francisco,CA,2025-11-17
"  cust-0000057 ",Richard Anderson,richard.anderson57@hotmail.com,Jacksonville,FL,2021-09-27
CUST-0000058,Mary Martin,mary.martin58@hotmail.com,San Antonio,TX,2020-11-24
CUST-0000059,Donna Young,donna.young59@icloud.com,San Antonio,TX,2023-10-24
CUST-0000060,John Martin,john.martin60@protonmail.com,Minneapolis,MN,2021-10-23
CUST-0000061,Sandra Young,sandra.young61@icloud.com,Los Angeles,CA,2022-04-30
CUST-0000062,Carol Garcia,carol.garcia62@gmail.com,Denver,CO,2024-04-29
CUST-0000063,Ashley Lopez,ashley.lopez63@outlook.com,Denver,CO,2021-04-27
CUST-0000064,Matthew Jackson,matthew.jackson64@yahoo.com,San Jose,CA,2023-01-30
CUST-0000065,Betty Davis,betty.davis65@aol.com,Chicago,IL,2018-10-25
CUST-0000066,Mary Wright,mary.wright66@yahoo.com,Las Vegas,NV,2021-03-21
CUST-0000067,Michelle Harris,michelle.harris67@icloud.com,Seattle,WA,2022-03-29
CUST-0000068,Robert Brown,robert.brown68@aol.com,Boston,MA,2024-10-30
CUST-0000069,Matthew Ramirez,matthew.ramirez69@mail.com,Indianapolis,IN,2021-11-03
CUST-0000070,Donna Young,donna.young70@yahoo.com,Boston,MA,2022-09-09
CUST-0000071,Carol King,carol.king71@protonmail.com,Philadelphia,PA,2018-08-20
CUST-0000072,Kimberly Lewis,kimberly.lewis72@yahoo.com,Denver,CO,2025-02-16
CUST-0000073,William White,william.white73@mail.com,Indianapolis,IN,2025-01-13
CUST-0000074,Sarah Brown,sarah.brown74@hotmail.com,Memphis,TN,2018-08-20
CUST-0000075,Jennifer Walker,jennifer.walker75@aol.com,Atlanta,GA,2020-01-17
CUST-0000076,Susan Allen,susan.allen76@protonmail.com,New York,NY,2018-07-16
CUST-0000077,Barbara Jackson,barbara.jackson77@hotmail.com,Columbus,OH,2024-03-08
CUST-0000078,Robert Hernandez,robert.hernandez78@protonmail.com,Chicago,IL,2021-10-09
CUST-0000079,Joshua Harris,joshua.harris79@protonmail.com,Charlotte,NC,2023-07-04
CUST-0000080,Donna Garcia,donna.garcia80@mail.com,San Francisco,CA,2018-12-12
CUST-0000081,Charles Wilson,charles.wilson81@mail.com,Jacksonville,FL,2022-01-17
CUST-0000082,Robert Torres,robert.torres82@hotmail.com,Chicago,IL,2022-03-01
CUST-0000083,Emily Nguyen,emily.nguyen83@gmail.com,San Diego,CA,2019-11-10
CUST-0000084,Donna Wilson,donna.wilson84@protonmail.com,Memphis,TN,2021-05-20
CUST-0000085,Richard Clark,richard.clark85@icloud.com,Portland,OR,2022-05-01
CUST-0000086,Robert Thompson,robert.thompson86@outlook.com,Memphis,TN,2023-09-15
CUST-0000087,Joseph Robinson,joseph.robinson87@outlook.com,Fort Worth,TX,2018-01-30
CUST-0000088,Kimberly Gonzalez,kimberly.gonzalez88@yahoo.com,Denver,CO,2024-09-17
CUST-0000089,Anthony Scott,anthony.scott89@gmail.com,Minneapolis,MN,2022-11-25
CUST-0000090,Paul Lewis,paul.lewis90@aol.com,Austin,TX,2021-03-19
CUST-0000091,Sarah Young,sarah.young91@hotmail.com,Portland,OR,2020-05-09
CUST-0000092,Joshua Lewis,joshua.lewis92@protonmail.com,Austin,TX,2021-11-12
CUST-0000093,Mary Sanchez,mary.sanchez93@mail.com,Miami,FL,2020-02-28
CUST-0000094,Thomas White,thomas.white94@gmail.com,Portland,OR,2024-01-02
CUST-0000095,Elizabeth Anderson,elizabeth.anderson95@yahoo.com,Philadelphia,PA,2021-06-21
CUST-0000096,Daniel Ramirez,daniel.ramirez96@gmail.com,Columbus,OH,2021-03-01
CUST-0000097,Michael Hernandez,michael.hernandez97@icloud.com,Boston,MA,2025-11-25
CUST-0000098,David Thompson,david.thompson98@protonmail.com,San Francisco,CA,2022-09-02
CUST-0000099,Lisa Lopez,lisa.lopez99@protonmail.com,Pittsburgh,PA,2023-08-12
CUST-0000100,David Clark,david.clark100@mail.com,Atlanta,GA,2024-01-03
CUST-0000100,David Clark,david.clark100@mail.com,Atlanta,GA,2024-01-03
CUST-0000101,Matthew Young,matthew.young101@protonmail.com,Charlotte,NC,2018-11-23
CUST-0000102,Paul Lee,paul.lee102@mail.com,Detroit,MI,2019-02-28
CUST-0000103,Charles Garcia,charles.garcia103@protonmail.com,Boston,MA,2022-07-26
CUST-0000104,Kimberly Wilson,kimberly.wilson104@protonmail.com,Columbus,OH,2022-02-24
CUST-0000105,Daniel Wright,daniel.wright105@gmail.com,Pittsburgh,PA,2019-05-27
CUST-0000106,Joseph Hill,joseph.hill106@outlook.com,Detroit,MI,2021-11-15
"  cust-0000107 ",Elizabeth Martin,elizabeth.martin107@outlook.com,Los Angeles,CA,2020-03-17
CUST-0000108,David Martin,david.martin108@mail.com,San Antonio,TX,2018-12-15
CUST-0000109,Donna White,donna.white109@gmail.com,Phoenix,AZ,2019-05-28
CUST-0000110,Betty Taylor,betty.taylor110@outlook.com,Chicago,IL,2022-08-30
CUST-0000111,Charles Robinson,charles.robinson111@yahoo.com,Tampa,FL,2020-08-24
CUST-0000112,David White,david.white112@outlook.com,Boston,MA,2018-01-13
CUST-0000113,Matthew Robinson,matthew.robinson113@yahoo.com,Detroit,MI,2018-12-12
CUST-0000114,Elizabeth Lopez,elizabeth.lopez114@outlook.com,Houston,TX,2018-12-19
CUST-0000115,Steven Taylor,steven.taylor115@protonmail.com,Denver,CO,2018-10-29
CUST-0000116,Mary Miller,mary.miller116@icloud.com,Houston,TX,2018-05-22
CUST-0000117,Linda Jones,linda.jones117@icloud.com,Detroit,MI,2024-01-14
CUST-0000118,Paul Robinson,paul.robinson118@protonmail.com,Portland,OR,2018-04-05
CUST-0000119,Donald King,donald.king119@mail.com,Pittsburgh,PA,2021-02-09
CUST-0000120,Barbara Martin,barbara.martin120@protonmail.com,Memphis,TN,2019-02-03
CUST-0000121,Anthony Nguyen,anthony.nguyen121@protonmail.com,Memphis,TN,2020-12-14
CUST-0000122,Betty Thompson,betty.thompson122@yahoo.com,Portland,OR,2018-11-15
CUST-0000123,Betty Clark,betty.clark123@mail.com,Boston,MA,2023-03-09
CUST-0000124,Jennifer Davis,jennifer.davis124@yahoo.com,Las Vegas,NV,2021-10-19
CUST-0000125,William Moore,william.moore125@gmail.com,Minneapolis,MN,2020-09-16
CUST-0000126,Joseph Martin,joseph.martin126@outlook.com,Chicago,IL,2023-07-17
CUST-0000127,Sarah Ramirez,sarah.ramirez127@outlook.com,Tampa,FL,2022-05-13
CUST-0000128,Carol White,carol.white128@aol.com,Jacksonville,FL,2025-01-31
CUST-0000129,Jennifer Garcia,jennifer.garcia129@yahoo.com,Seattle,WA,2025-02-01
CUST-0000130,Joshua Davis,joshua.davis130@aol.com,Seattle,WA,2023-02-18
CUST-0000131,David Young,david.young131@protonmail.com,Fort Worth,TX,2024-09-02
CUST-0000132,Thomas Martin,thomas.martin132@protonmail.com,Denver,CO,2024-12-27
CUST-0000133,Mark Martinez,mark.martinez133@yahoo.com,Los Angeles,CA,2024-11-09
CUST-0000134,David Wilson,david.wilson134@outlook.com,Chicago,IL,2025-10-23
CUST-0000135,Betty Walker,betty.walker135@aol.com,Denver,CO,2022-11-02
CUST-0000136,David Torres,david.torres136@hotmail.com,Jacksonville,FL,2022-01-25
CUST-0000137,Christopher Harris,,San Francisco,CA,2024-06-03
CUST-0000138,Richard Lopez,richard.lopez138@hotmail.com,Las Vegas,NV,2022-09-16
CUST-0000139,Lisa Taylor,lisa.taylor139@aol.com,San Jose,CA,2023-12-23
CUST-0000140,Lisa Moore,lisa.moore140@mail.com,Columbus,OH,2022-01-22
CUST-0000141,Richard Garcia,richard.garcia141@icloud.com,Austin,TX,2024-06-15
CUST-0000142,James Young,james.young142@yahoo.com,Philadelphia,PA,2019-02-27
CUST-0000143,Christopher Thompson,christopher.thompson143@mail.com,Austin,TX,2020-09-04
CUST-0000144,Michelle Wright,michelle.wright144@mail.com,Tampa,FL,2021-04-30
CUST-0000145,Steven Rodriguez,steven.rodriguez145@protonmail.com,Detroit,MI,2025-08-08
CUST-0000146,Michelle Sanchez,michelle.sanchez146@aol.com,San Antonio,TX,2024-02-07
CUST-0000147,Karen Davis,karen.davis147@outlook.com,Detroit,MI,2024-11-27
CUST-0000148,David Thomas,david.thomas148@outlook.com,Los Angeles,CA,2020-02-23
CUST-0000149,Karen Brown,karen.brown149@gmail.com,Austin,TX,2020-04-15
CUST-0000150,Anthony Moore,anthony.moore150@protonmail.com,Chicago,IL,2023-05-10
CUST-0000151,Betty Lewis,betty.lewis151@mail.com,Tampa,FL,2020-03-25
CUST-0000152,Joseph Gonzalez,joseph.gonzalez152@gmail.com,Fort Worth,TX,2024-07-23
CUST-0000153,Sarah Clark,sarah.clark153@yahoo.com,New York,NY,2024-04-01
CUST-0000154,Charles Nguyen,charles.nguyen154@protonmail.com,Portland,OR,2025-03-22
CUST-0000155,Betty Miller,betty.miller155@hotmail.com,Memphis,TN,2024-10-31
CUST-0000156,Kimberly Allen,kimberly.allen156@yahoo.com,Miami,FL,2025-03-21
"  cust-0000157 ",Jessica Brown,jessica.brown157@aol.com,San Jose,CA,2022-12-27
CUST-0000158,Paul Johnson,paul.johnson158@gmail.com,Minneapolis,MN,2018-09-26
CUST-0000159,Mark Miller,mark.miller159@outlook.com,Jacksonville,FL,2022-02-16
CUST-0000160,Kimberly Hill,kimberly.hill160@yahoo.com,Fort Worth,TX,2024-04-06
CUST-0000161,Jennifer Lopez,jennifer.lopez161@protonmail.com,Boston,MA,2022-04-15
CUST-0000162,Carol Johnson,carol.johnson162@protonmail.com,Memphis,TN,2022-06-04
CUST-0000163,Charles Flores,charles.flores163@protonmail.com,Miami,FL,2024-05-17
CUST-0000164,Karen Jones,karen.jones164@aol.com,San Jose,CA,2019-11-03
CUST-0000165,Barbara Williams,barbara.williams165@mail.com,Chicago,IL,2020-12-19
CUST-0000166,Emily Johnson,emily.johnson166@gmail.com,Austin,TX,2023-02-20
CUST-0000167,Mark Rodriguez,mark.rodriguez167@mail.com,Fort Worth,TX,2024-04-24
CUST-0000168,Patricia Williams,patricia.williams168@gmail.com,San Diego,CA,2018-12-23
CUST-0000169,John Rodriguez,john.rodriguez169@hotmail.com,Portland,OR,2023-02-23
CUST-0000170,Anthony Torres,anthony.torres170@icloud.com,Charlotte,NC,2020-07-20
CUST-0000171,Joseph Moore,joseph.moore171@protonmail.com,Houston,TX,2020-07-12
