customer_id,customer_name,email,city,state,registration_date
CUST-0150001,Karen Wright,karen.wright150001@yahoo.com,Tampa,FL,2018-03-05
CUST-0150002,Donna Flores,donna.flores150002@icloud.com,Fort Worth,TX,2022-03-10
CUST-0150003,Barbara Flores,barbara.flores150003@icloud.com,Pittsburgh,PA,2018-12-19
CUST-0150004,Betty Allen,betty.allen150004@icloud.com,Fort Worth,TX,2018-08-18
CUST-0150005,Mary Miller,mary.miller150005@icloud.com,Indianapolis,IN,2021-09-11
CUST-0150006,Barbara Sanchez,barbara.sanchez150006@gmail.com,Detroit,MI,2025-10-11
"  cust-0150007 ",Nancy Lee,nancy.lee150007@icloud.com,Jacksonville,FL,2020-07-10
CUST-0150008,Nancy Johnson,nancy.johnson150008@outlook.com,Houston,TX,2018-09-29
CUST-0150009,Joseph Williams,joseph.williams150009@mail.com,Nashville,TN,2024-11-29
CUST-0150010,Thomas Rodriguez,thomas.rodriguez150010@outlook.com,Seattle,WA,2019-12-07
CUST-0150011,Lisa Allen,lisa.allen150011@aol.com,Indianapolis,IN,2020-11-04
CUST-0150012,Jennifer Moore,jennifer.moore150012@hotmail.com,Detroit,MI,2021-02-20
CUST-0150013,Sandra Allen,sandra.allen150013@gmail.com,Los Angeles,CA,2019-07-30
CUST-0150014,Barbara Young,barbara.young150014@protonmail.com,Indianapolis,IN,2020-06-08
CUST-0150015,Elizabeth White,,Atlanta,GA,2019-10-30
CUST-0150016,Susan Robinson,susan.robinson150016@mail.com,Charlotte,NC,2019-01-30
CUST-0150017,Anthony Martinez,anthony.martinez150017@hotmail.com,New York,NY,2024-05-01
CUST-0150018,Kimberly Robinson,kimberly.robinson150018@icloud.com,Dallas,TX,2020-08-06
CUST-0150019,Joshua Flores,joshua.flores150019@protonmail.com,San Francisco,CA,2024-05-24
CUST-0150020,James Hill,james.hill150020@mail.com,San Diego,CA,2019-11-16
CUST-0150021,Daniel Perez,daniel.perez150021@aol.com,,,2022-07-20
CUST-0150022,Matthew Martinez,matthew.martinez150022@icloud.com,Seattle,WA,2023-01-25
CUST-0150023,Patricia Jones,patricia.jones150023@hotmail.com,Minneapolis,MN,2023-11-07
CUST-0150024,Donna Miller,donna.miller150024@icloud.com,Denver,CO,2023-01-24
